id,lat,long,year,status,status_description,elevation,slope_deg,bio1_temp_mean_annual,bio4_seasonality_temp,bio5_temp_max_warm,bio6_temp_min_cold,bio12_precip_annual,bio15_seasonality_precip,months_with_snow,winter_precip,estim_snow,months_above_25,max_temperature,summer_max_temperature,winter_max_temperature,min_temperature,summer_min_temperature,winter_min_temperature,Worst_drought,Worst_drought_YearBefore,AnnualMean_PDSI,AnnualMean_YearBefore_PDSI,summerMean_PDSI,summerMean_YearBefore_PDSI,months_with_drought,months_with_drought_YearBefore,winterMean_PDSI,winterMean_YearBefore_PDSI,Max_snow,Max_snow_YearBefore,AnnualMean_swe,AnnualMean_YearBefore_swe,coldSeasonMean_swe,coldSeasonMean_YearBefore_swe,months_with_snow_YearBefore,springMean_swe,springMean_YearBefore_swe
a,39.7619,-119.9898,2019.0,0.0,long absence,1877.8728,25.06,7.378166675567627,742.3795166015625,28.70400047302246,-7.527999877929687,499.0,56.15920639038086,4.0,210.0,210.0,2.0,30.099999999999994,30.099999999999994,5.6000000000000085,-9.0,6.1000000000000085,-9.0,-1.5499999999999972,-2.1499999999999986,1.3200000000000005,-0.1891666666666651,1.849999999999999,0.490000000000002,0.0,1.0,0.0066666666666677,-1.153333333333331,334.90000000000003,113.30000000000001,66.88333333333334,13.450000000000003,133.76666666666668,26.666666666666668,3.0,104.63333333333334,38.23333333333334
a,39.9413,-121.1305,2019.0,0.0,long absence,1909.8768,28.34,6.366166591644287,631.8948974609375,25.003999710083008,-5.607999801635742,1323.0,73.78965759277344,4.0,614.0,614.0,1.0,25.8,25.8,6.299999999999997,-7.5,5.5,-7.5,-2.490000000000002,-2.75,1.0133333333333336,-1.4875,2.0433333333333343,-1.2300000000000015,1.0,4.0,-1.576666666666668,-1.9466666666666652,604.8000000000001,315.40000000000003,110.5,32.225,219.78333333333333,63.51666666666667,3.0,204.0333333333334,107.00000000000001
a,40.0138,-120.0012,2019.0,0.0,long absence,2007.108,17.0,8.340167045593262,744.332275390625,29.940000534057617,-6.564000129699707,399.0,50.77156066894531,3.0,160.0,108.0,2.0,31.099999999999994,31.099999999999994,6.700000000000003,-7.399999999999991,7.1000000000000085,-7.399999999999991,-1.6899999999999975,-2.0600000000000023,1.6241666666666668,-0.4083333333333326,2.143333333333333,0.8800000000000002,0.0,1.0,-0.1633333333333316,-1.8599999999999997,198.5,37.9,26.150000000000002,4.2250000000000005,52.300000000000004,8.450000000000001,2.0,23.96666666666667,12.633333333333333
a,40.07,-120.7302,2019.0,0.0,long absence,1512.1128,44.36,9.119333267211914,667.6495361328125,30.003999710083008,-4.8480000495910645,716.0,74.02192687988281,2.0,344.0,0.0,3.0,30.90000000000001,30.90000000000001,7.5,-5.5,7.400000000000006,-5.5,-2.1099999999999994,-2.280000000000001,1.6041666666666672,-0.260833333333333,2.356666666666667,0.3200000000000003,1.0,1.0,-0.4199999999999993,-1.0233333333333334,285.1,20.8,26.108333333333334,2.3333333333333335,52.21666666666667,4.666666666666667,1.0,3.066666666666667,2.3666666666666667
a+,39.60204103,-119.936327,2019.0,0.0,long absence,2286.6096,34.8,6.950333595275879,736.429931640625,27.804000854492188,-7.9120001792907715,525.0,59.64372634887695,4.0,229.0,229.0,2.0,29.30000000000001,29.30000000000001,4.799999999999997,-8.799999999999997,6.1000000000000085,-8.799999999999997,-1.5,-2.1000000000000014,1.294166666666668,-0.139166666666665,1.8033333333333343,0.4966666666666697,0.0,1.0,0.0700000000000026,-1.0166666666666655,385.40000000000003,129.6,80.51666666666668,16.125,161.03333333333336,31.983333333333334,3.0,119.53333333333335,43.73333333333333
a1,39.6178,-120.5534,2019.0,1.0,recent absence,2126.8944,19.57,5.880666732788086,638.485595703125,24.76000022888184,-6.823999881744385,1112.0,73.86611938476562,5.0,529.0,529.0,1.0,26.0,26.0,5.799999999999997,-8.599999999999994,5.0,-8.599999999999994,-1.8999999999999984,-2.3599999999999994,1.5116666666666667,-0.4249999999999995,2.4933333333333345,-0.1166666666666647,0.0,2.0,-0.4066666666666663,-0.8800000000000002,733.5,320.70000000000005,145.20833333333334,38.925000000000004,288.40000000000003,76.2,4.0,248.53333333333333,110.2
b,39.5939,-120.0882,2019.0,1.0,recent absence,2384.1456000000003,26.18,5.259666442871094,699.1168823242188,25.007999420166016,-7.955999851226807,781.0,62.97851943969727,5.0,344.0,446.0,1.0,26.5,26.5,4.1000000000000085,-9.700000000000005,4.400000000000006,-9.700000000000005,-1.3399999999999963,-2.0600000000000023,1.3083333333333342,-0.1208333333333329,1.9066666666666665,0.4899999999999996,0.0,1.0,0.1266666666666675,-0.8499999999999991,705.4000000000001,272.1,139.16666666666666,36.43333333333334,274.5166666666667,69.61666666666667,5.0,242.76666666666668,97.2
b,39.6057,-119.9327,2019.0,0.0,long absence,2075.9928,38.3,6.950333595275879,736.429931640625,27.804000854492188,-7.9120001792907715,525.0,59.64372634887695,4.0,229.0,229.0,2.0,29.30000000000001,29.30000000000001,4.799999999999997,-8.799999999999997,6.1000000000000085,-8.799999999999997,-1.5,-2.1000000000000014,1.294166666666668,-0.139166666666665,1.8033333333333343,0.4966666666666697,0.0,1.0,0.0700000000000026,-1.0166666666666655,385.40000000000003,129.6,80.51666666666668,16.125,161.03333333333336,31.983333333333334,3.0,119.53333333333335,43.73333333333333
b,39.6124,-120.337,2019.0,0.0,long absence,1798.9296000000002,19.46,8.468999862670898,698.5703125,30.459999084472656,-8.232000350952148,664.0,72.16773986816406,4.0,310.0,113.0,3.0,31.90000000000001,31.90000000000001,7.0,-8.0,6.6000000000000085,-8.0,-1.6599999999999966,-2.1000000000000014,1.323333333333334,0.3975000000000008,2.046666666666669,1.1133333333333344,0.0,1.0,-0.1466666666666659,-0.0066666666666653,429.0,25.700000000000003,49.51666666666666,4.95,99.03333333333332,9.9,3.0,8.633333333333335,4.033333333333334
b,39.7586,-119.9878,2019.0,0.0,long absence,1936.0896,25.5,7.378166675567627,742.3795166015625,28.70400047302246,-7.527999877929687,499.0,56.15920639038086,4.0,210.0,210.0,2.0,30.099999999999994,30.099999999999994,5.6000000000000085,-9.0,6.1000000000000085,-9.0,-1.5499999999999972,-2.1499999999999986,1.3200000000000005,-0.1891666666666651,1.849999999999999,0.490000000000002,0.0,1.0,0.0066666666666677,-1.153333333333331,334.90000000000003,113.30000000000001,66.88333333333334,13.450000000000003,133.76666666666668,26.666666666666668,3.0,104.63333333333334,38.23333333333334
b,40.0441,-119.9784,2019.0,0.0,long absence,2078.1264,32.54,9.669166564941406,791.1666259765625,32.19200134277344,-6.388000011444092,326.0,50.794918060302734,2.0,133.0,92.0,4.0,33.19999999999999,33.19999999999999,7.0,-5.899999999999992,9.0,-5.899999999999992,-2.229999999999997,-2.5,1.860833333333335,-1.5416666666666667,2.356666666666669,-1.143333333333333,1.0,2.0,0.2766666666666684,-1.913333333333332,122.10000000000001,9.600000000000001,12.500000000000002,0.8000000000000002,25.000000000000004,1.6000000000000003,0.0,1.1,0.0
b,40.0731,-120.7181,2019.0,0.0,long absence,1640.1288000000002,32.39,9.119333267211914,667.6495361328125,30.003999710083008,-4.8480000495910645,716.0,74.02192687988281,2.0,344.0,0.0,3.0,30.90000000000001,30.90000000000001,7.5,-5.5,7.400000000000006,-5.5,-2.1099999999999994,-2.280000000000001,1.6041666666666672,-0.260833333333333,2.356666666666667,0.3200000000000003,1.0,1.0,-0.4199999999999993,-1.0233333333333334,285.1,20.8,26.108333333333334,2.3333333333333335,52.21666666666667,4.666666666666667,1.0,3.066666666666667,2.3666666666666667
b,40.1717,-120.8851,2019.0,0.0,long absence,1826.9712,25.54,7.195000171661377,659.2705688476562,27.1200008392334,-5.912000179290772,859.0,69.2671890258789,4.0,386.0,265.0,2.0,27.90000000000001,27.90000000000001,5.700000000000003,-6.799999999999997,5.700000000000003,-6.799999999999997,-1.949999999999996,-2.18,1.4483333333333348,-0.5549999999999992,2.3300000000000005,0.4266666666666694,0.0,1.0,-0.4766666666666642,-1.716666666666666,482.5,151.20000000000002,73.89999999999999,18.291666666666668,147.38333333333333,36.28333333333334,2.0,75.63333333333334,51.00000000000001
b+,39.60623399,-119.933765,2019.0,0.0,long absence,2236.3176000000003,18.12,6.950333595275879,736.429931640625,27.804000854492188,-7.9120001792907715,525.0,59.64372634887695,4.0,229.0,229.0,2.0,29.30000000000001,29.30000000000001,4.799999999999997,-8.799999999999997,6.1000000000000085,-8.799999999999997,-1.5,-2.1000000000000014,1.294166666666668,-0.139166666666665,1.8033333333333343,0.4966666666666697,0.0,1.0,0.0700000000000026,-1.0166666666666655,385.40000000000003,129.6,80.51666666666668,16.125,161.03333333333336,31.983333333333334,3.0,119.53333333333335,43.73333333333333
c,39.5594,-119.9515,2019.0,0.0,long absence,1983.0288,9.15,7.426166534423828,727.8480834960938,28.552000045776367,-7.659999847412109,505.0,60.497779846191406,4.0,221.0,221.0,2.0,30.19999999999999,30.19999999999999,6.1000000000000085,-8.5,6.200000000000003,-8.5,-1.4799999999999969,-2.019999999999996,1.3016666666666683,-0.1191666666666648,1.836666666666666,0.5300000000000011,0.0,1.0,0.0733333333333353,-1.0399999999999967,352.1,108.4,66.075,13.108333333333334,132.15,26.0,3.0,90.10000000000001,36.56666666666667
c,39.6023,-120.0944,2019.0,1.0,recent absence,2516.1240000000003,24.45,5.259666442871094,699.1168823242188,25.007999420166016,-7.955999851226807,781.0,62.97851943969727,5.0,344.0,446.0,1.0,26.5,26.5,4.1000000000000085,-9.700000000000005,4.400000000000006,-9.700000000000005,-1.3399999999999963,-2.0600000000000023,1.3083333333333342,-0.1208333333333329,1.9066666666666665,0.4899999999999996,0.0,1.0,0.1266666666666675,-0.8499999999999991,705.4000000000001,272.1,139.16666666666666,36.43333333333334,274.5166666666667,69.61666666666667,5.0,242.76666666666668,97.2
c,39.6127,-120.3404,2019.0,0.0,long absence,1744.98,29.81,8.468999862670898,698.5703125,30.459999084472656,-8.232000350952148,664.0,72.16773986816406,4.0,310.0,113.0,3.0,31.90000000000001,31.90000000000001,7.0,-8.0,6.6000000000000085,-8.0,-1.6599999999999966,-2.1000000000000014,1.323333333333334,0.3975000000000008,2.046666666666669,1.1133333333333344,0.0,1.0,-0.1466666666666659,-0.0066666666666653,429.0,25.700000000000003,49.51666666666666,4.95,99.03333333333332,9.9,3.0,8.633333333333335,4.033333333333334
c,39.7056,-120.6215,2019.0,1.0,recent absence,2093.976,35.51,5.688666820526123,652.2412719726562,24.81999969482422,-7.171999931335449,1082.0,73.15065002441406,5.0,512.0,512.0,1.0,25.90000000000001,25.90000000000001,5.0,-8.599999999999994,4.900000000000006,-8.599999999999994,-1.9200000000000017,-2.390000000000001,1.4666666666666677,-0.4691666666666645,2.3733333333333326,-0.1633333333333316,0.0,2.0,-0.3999999999999986,-0.923333333333332,797.8000000000001,327.6,163.4416666666667,43.841666666666676,324.45000000000005,85.75,5.0,270.8,113.06666666666668
c,39.7591,-119.9791,2019.0,0.0,long absence,2221.992,33.36,7.378166675567627,742.3795166015625,28.70400047302246,-7.527999877929687,499.0,56.15920639038086,4.0,210.0,210.0,2.0,30.099999999999994,30.099999999999994,5.6000000000000085,-9.0,6.1000000000000085,-9.0,-1.5499999999999972,-2.1499999999999986,1.3200000000000005,-0.1891666666666651,1.849999999999999,0.490000000000002,0.0,1.0,0.0066666666666677,-1.153333333333331,334.90000000000003,113.30000000000001,66.88333333333334,13.450000000000003,133.76666666666668,26.666666666666668,3.0,104.63333333333334,38.23333333333334
c,40.0743,-120.7058,2019.0,0.0,long absence,1488.0336,38.32,9.222332954406738,673.51220703125,30.327999114990234,-5.056000232696533,669.0,73.7724380493164,2.0,322.0,0.0,3.0,31.19999999999999,31.19999999999999,7.5,-5.700000000000003,7.400000000000006,-5.700000000000003,-2.0799999999999983,-2.259999999999998,1.5550000000000008,-0.2674999999999994,2.203333333333336,0.3200000000000026,1.0,1.0,-0.3866666666666655,-1.0666666666666675,271.1,19.400000000000002,25.000000000000004,2.016666666666667,50.00000000000001,4.033333333333334,1.0,2.6666666666666665,1.5666666666666667
c+,39.54672097,-119.951257,2019.0,0.0,long absence,1759.3056,9.15,7.426166534423828,727.8480834960938,28.552000045776367,-7.659999847412109,505.0,60.497779846191406,4.0,221.0,221.0,2.0,30.19999999999999,30.19999999999999,6.1000000000000085,-8.5,6.200000000000003,-8.5,-1.4799999999999969,-2.019999999999996,1.3016666666666683,-0.1191666666666648,1.836666666666666,0.5300000000000011,0.0,1.0,0.0733333333333353,-1.0399999999999967,352.1,108.4,66.075,13.108333333333334,132.15,26.0,3.0,90.10000000000001,36.56666666666667
d,39.5953,-119.9266,2019.0,0.0,long absence,2172.0048,37.44,6.950333595275879,736.429931640625,27.804000854492188,-7.9120001792907715,525.0,59.64372634887695,4.0,229.0,229.0,2.0,29.30000000000001,29.30000000000001,4.799999999999997,-8.799999999999997,6.1000000000000085,-8.799999999999997,-1.5,-2.1000000000000014,1.294166666666668,-0.139166666666665,1.8033333333333343,0.4966666666666697,0.0,1.0,0.0700000000000026,-1.0166666666666655,385.40000000000003,129.6,80.51666666666668,16.125,161.03333333333336,31.983333333333334,3.0,119.53333333333335,43.73333333333333
d,39.6416,-120.1151,2019.0,1.0,recent absence,2303.0688,32.49,6.665333271026611,714.149169921875,27.420000076293945,-7.992000102996826,630.0,62.61745834350586,4.0,278.0,278.0,2.0,28.90000000000001,28.90000000000001,5.200000000000003,-9.099999999999994,5.5,-9.099999999999994,-1.5,-2.1099999999999994,1.2741666666666671,-0.1208333333333323,1.7899999999999991,0.4566666666666681,0.0,1.0,0.0366666666666688,-0.8766666666666652,458.1,175.8,97.41666666666669,21.808333333333337,193.9666666666667,43.21666666666667,3.0,151.63333333333335,59.400000000000006
d,39.7114,-120.6367,2019.0,0.0,long absence,1830.0192,34.13,7.4120001792907715,654.5204467773438,27.124000549316406,-6.075999736785889,1027.0,76.2930679321289,4.0,498.0,186.0,2.0,28.200000000000003,28.200000000000003,6.1000000000000085,-7.099999999999994,6.299999999999997,-7.099999999999994,-1.8399999999999963,-2.210000000000001,1.562500000000001,-0.1958333333333322,2.6366666666666654,0.426666666666667,0.0,1.0,-0.4033333333333312,-0.8499999999999991,576.6,167.5,78.66666666666667,20.766666666666666,157.33333333333334,41.199999999999996,3.0,77.13333333333334,56.5
d,39.7625,-119.9795,2019.0,0.0,long absence,2260.092,32.8,7.378166675567627,742.3795166015625,28.70400047302246,-7.527999877929687,499.0,56.15920639038086,4.0,210.0,210.0,2.0,30.099999999999994,30.099999999999994,5.6000000000000085,-9.0,6.1000000000000085,-9.0,-1.5499999999999972,-2.1499999999999986,1.3200000000000005,-0.1891666666666651,1.849999999999999,0.490000000000002,0.0,1.0,0.0066666666666677,-1.153333333333331,334.90000000000003,113.30000000000001,66.88333333333334,13.450000000000003,133.76666666666668,26.666666666666668,3.0,104.63333333333334,38.23333333333334
d,39.9399,-121.1246,2019.0,0.0,long absence,1872.0816,23.8,8.457666397094727,656.7337036132812,28.224000930786133,-4.611999988555908,1226.0,79.75856018066406,4.0,602.0,0.0,2.0,29.0,29.0,7.299999999999997,-5.700000000000003,7.299999999999997,-5.700000000000003,-2.1899999999999977,-2.3999999999999986,1.736666666666667,-0.8491666666666658,2.6566666666666663,-0.75,1.0,3.0,0.0800000000000006,-1.6833333333333325,469.90000000000003,26.3,43.875,3.375,87.75,6.75,2.0,11.433333333333335,8.766666666666667
d,40.0759,-120.694,2019.0,0.0,long absence,1321.0032,15.23,9.222332954406738,673.51220703125,30.327999114990234,-5.056000232696533,669.0,73.7724380493164,2.0,322.0,0.0,3.0,31.19999999999999,31.19999999999999,7.5,-5.700000000000003,7.400000000000006,-5.700000000000003,-2.0799999999999983,-2.259999999999998,1.5550000000000008,-0.2674999999999994,2.203333333333336,0.3200000000000026,1.0,1.0,-0.3866666666666655,-1.0666666666666675,271.1,19.400000000000002,25.000000000000004,2.016666666666667,50.00000000000001,4.033333333333334,1.0,2.6666666666666665,1.5666666666666667
d,40.4114,-120.8936,2019.0,0.0,long absence,1630.9848000000002,1.27,6.5316667556762695,669.3631591796875,26.527999877929688,-6.98799991607666,696.0,63.549564361572266,4.0,302.0,302.0,2.0,27.40000000000001,27.40000000000001,4.700000000000003,-7.5,5.200000000000003,-7.5,-1.75,-2.119999999999997,1.510833333333333,-0.5774999999999988,2.176666666666667,0.8400000000000011,0.0,2.0,-0.3733333333333324,-1.8666666666666647,445.40000000000003,130.20000000000002,82.68333333333335,18.6,164.83333333333334,36.93333333333334,4.0,94.46666666666665,43.93333333333334
d+,39.60170399,-119.927205,2019.0,0.0,long absence,2149.1448,,6.950333595275879,736.429931640625,27.804000854492188,-7.9120001792907715,525.0,59.64372634887695,4.0,229.0,229.0,2.0,29.30000000000001,29.30000000000001,4.799999999999997,-8.799999999999997,6.1000000000000085,-8.799999999999997,-1.5,-2.1000000000000014,1.294166666666668,-0.139166666666665,1.8033333333333343,0.4966666666666697,0.0,1.0,0.0700000000000026,-1.0166666666666655,385.40000000000003,129.6,80.51666666666668,16.125,161.03333333333336,31.983333333333334,3.0,119.53333333333335,43.73333333333333
d++,39.600699,-119.927438,2019.0,0.0,long absence,2153.7168,28.73,6.950333595275879,736.429931640625,27.804000854492188,-7.9120001792907715,525.0,59.64372634887695,4.0,229.0,229.0,2.0,29.30000000000001,29.30000000000001,4.799999999999997,-8.799999999999997,6.1000000000000085,-8.799999999999997,-1.5,-2.1000000000000014,1.294166666666668,-0.139166666666665,1.8033333333333343,0.4966666666666697,0.0,1.0,0.0700000000000026,-1.0166666666666655,385.40000000000003,129.6,80.51666666666668,16.125,161.03333333333336,31.983333333333334,3.0,119.53333333333335,43.73333333333333
d+++,39.59427402,-119.931812,2019.0,0.0,long absence,2313.1272,26.32,6.950333595275879,736.429931640625,27.804000854492188,-7.9120001792907715,525.0,59.64372634887695,4.0,229.0,229.0,2.0,29.30000000000001,29.30000000000001,4.799999999999997,-8.799999999999997,6.1000000000000085,-8.799999999999997,-1.5,-2.1000000000000014,1.294166666666668,-0.139166666666665,1.8033333333333343,0.4966666666666697,0.0,1.0,0.0700000000000026,-1.0166666666666655,385.40000000000003,129.6,80.51666666666668,16.125,161.03333333333336,31.983333333333334,3.0,119.53333333333335,43.73333333333333
e,39.6457,-120.1175,2019.0,0.0,long absence,2218.0296000000003,39.88,6.665333271026611,714.149169921875,27.420000076293945,-7.992000102996826,630.0,62.61745834350586,4.0,278.0,278.0,2.0,28.90000000000001,28.90000000000001,5.200000000000003,-9.099999999999994,5.5,-9.099999999999994,-1.5,-2.1099999999999994,1.2741666666666671,-0.1208333333333323,1.7899999999999991,0.4566666666666681,0.0,1.0,0.0366666666666688,-0.8766666666666652,458.1,175.8,97.41666666666669,21.808333333333337,193.9666666666667,43.21666666666667,3.0,151.63333333333335,59.400000000000006
e,39.7195,-120.6179,2019.0,0.0,long absence,1648.968,17.4,8.512166976928711,661.5464477539062,29.035999298095703,-5.708000183105469,907.0,77.34940338134766,3.0,446.0,167.0,2.0,30.099999999999994,30.099999999999994,6.799999999999997,-6.299999999999997,7.0,-6.299999999999997,-1.7999999999999972,-2.140000000000001,1.6066666666666674,-0.0983333333333321,2.556666666666667,0.5333333333333338,0.0,1.0,-0.3299999999999983,-0.8166666666666652,425.6,25.200000000000003,42.61666666666667,4.808333333333334,85.23333333333333,9.616666666666667,3.0,12.266666666666667,8.4
e,39.7655,-119.9831,2019.0,0.0,long absence,2130.8568,28.57,7.378166675567627,742.3795166015625,28.70400047302246,-7.527999877929687,499.0,56.15920639038086,4.0,210.0,210.0,2.0,30.099999999999994,30.099999999999994,5.6000000000000085,-9.0,6.1000000000000085,-9.0,-1.5499999999999972,-2.1499999999999986,1.3200000000000005,-0.1891666666666651,1.849999999999999,0.490000000000002,0.0,1.0,0.0066666666666677,-1.153333333333331,334.90000000000003,113.30000000000001,66.88333333333334,13.450000000000003,133.76666666666668,26.666666666666668,3.0,104.63333333333334,38.23333333333334
e,39.9391,-121.1323,2019.0,0.0,long absence,1944.0144,43.57,6.366166591644287,631.8948974609375,25.003999710083008,-5.607999801635742,1323.0,73.78965759277344,4.0,614.0,614.0,1.0,25.8,25.8,6.299999999999997,-7.5,5.5,-7.5,-2.490000000000002,-2.75,1.0133333333333336,-1.4875,2.0433333333333343,-1.2300000000000015,1.0,4.0,-1.576666666666668,-1.9466666666666652,604.8000000000001,315.40000000000003,110.5,32.225,219.78333333333333,63.51666666666667,3.0,204.0333333333334,107.00000000000001
e,40.0852,-120.7092,2019.0,0.0,long absence,1902.5616,18.49,7.314499855041504,652.9584350585938,27.20400047302246,-5.776000022888184,774.0,69.21238708496094,4.0,354.0,244.0,2.0,28.10000000000001,28.10000000000001,6.200000000000003,-7.0,5.900000000000006,-7.0,-1.9600000000000009,-2.25,1.543333333333333,-0.2499999999999994,2.280000000000001,0.3966666666666683,0.0,1.0,-0.3933333333333332,-1.1166666666666671,421.8,140.20000000000002,60.58333333333334,16.8,121.16666666666669,33.333333333333336,3.0,59.300000000000004,47.26666666666667
e,40.4119,-120.8863,2019.0,0.0,long absence,1613.9160000000002,12.74,6.5316667556762695,669.3631591796875,26.527999877929688,-6.98799991607666,696.0,63.549564361572266,4.0,302.0,302.0,2.0,27.40000000000001,27.40000000000001,4.700000000000003,-7.5,5.200000000000003,-7.5,-1.75,-2.119999999999997,1.510833333333333,-0.5774999999999988,2.176666666666667,0.8400000000000011,0.0,2.0,-0.3733333333333324,-1.8666666666666647,445.40000000000003,130.20000000000002,82.68333333333335,18.6,164.83333333333334,36.93333333333334,4.0,94.46666666666665,43.93333333333334
f,39.6691,-120.094,2019.0,1.0,recent absence,2136.0384,26.92,7.4116668701171875,715.4473876953125,28.676000595092773,-7.71999979019165,539.0,61.98612594604492,4.0,238.0,238.0,2.0,30.099999999999994,30.099999999999994,6.0,-8.700000000000003,5.900000000000006,-8.700000000000003,-1.519999999999996,-2.0600000000000023,1.3008333333333344,-0.0241666666666654,1.856666666666667,0.826666666666668,0.0,1.0,2.3684757858670005e-15,-0.9799999999999992,372.20000000000005,114.60000000000001,66.925,14.041666666666666,133.85,27.866666666666664,3.0,86.80000000000001,38.63333333333333
f,39.7682,-119.985,2019.0,0.0,long absence,2076.9072,18.93,7.378166675567627,742.3795166015625,28.70400047302246,-7.527999877929687,499.0,56.15920639038086,4.0,210.0,210.0,2.0,30.099999999999994,30.099999999999994,5.6000000000000085,-9.0,6.1000000000000085,-9.0,-1.5499999999999972,-2.1499999999999986,1.3200000000000005,-0.1891666666666651,1.849999999999999,0.490000000000002,0.0,1.0,0.0066666666666677,-1.153333333333331,334.90000000000003,113.30000000000001,66.88333333333334,13.450000000000003,133.76666666666668,26.666666666666668,3.0,104.63333333333334,38.23333333333334
f,39.9659,-121.2128,2019.0,0.0,long absence,1901.0376,26.57,8.097000122070312,648.6333618164062,27.559999465942383,-4.291999816894531,1311.0,77.33058166503906,2.0,624.0,0.0,2.0,28.5,28.5,8.100000000000009,-6.099999999999994,7.200000000000003,-6.099999999999994,-2.280000000000001,-2.490000000000002,1.5983333333333327,-1.1208333333333325,2.4766666666666666,-0.8800000000000002,1.0,3.0,-0.0233333333333334,-1.823333333333333,462.20000000000005,109.7,47.966666666666676,9.341666666666667,95.93333333333335,18.683333333333334,1.0,35.93333333333334,36.56666666666667
f,40.0859,-120.7019,2019.0,0.0,long absence,1641.9576000000002,33.09,6.671499729156494,643.6004638671875,26.1879997253418,-6.156000137329102,782.0,66.67908477783203,4.0,349.0,349.0,2.0,27.10000000000001,27.10000000000001,5.900000000000006,-7.5,5.299999999999997,-7.5,-1.8900000000000008,-2.280000000000001,1.553333333333334,-0.4491666666666661,2.2466666666666675,0.3266666666666656,0.0,1.0,-0.3333333333333333,-1.7199999999999989,453.70000000000005,182.9,83.03333333333335,21.608333333333334,165.33333333333334,42.81666666666667,3.0,123.16666666666667,61.76666666666667
f,40.2178,-120.9939,2019.0,0.0,long absence,1972.056,23.7,6.169000148773193,652.374267578125,25.39200019836425,-6.668000221252441,935.0,66.78227996826172,4.0,412.0,412.0,1.0,26.200000000000003,26.200000000000003,4.700000000000003,-7.700000000000003,5.0,-7.700000000000003,-2.0,-2.3100000000000023,1.4175000000000004,-0.9975,2.270000000000001,-0.0400000000000015,0.0,2.0,-0.5033333333333326,-1.8433333333333335,589.6,221.20000000000002,121.45,29.26666666666667,241.61666666666667,57.95000000000001,4.0,178.9666666666667,74.9
g,39.6037,-120.6012,2019.0,0.0,long absence,1841.9064,32.29,7.381666660308838,648.3322143554688,26.836000442504883,-5.900000095367432,1148.0,76.88945007324219,4.0,553.0,206.0,2.0,28.0,28.0,6.799999999999997,-7.5,6.299999999999997,-7.5,-1.9099999999999968,-2.269999999999996,1.8241666666666676,-0.349999999999999,2.7933333333333343,-0.0466666666666668,0.0,2.0,0.2666666666666681,-0.8166666666666652,566.4,202.3,75.93333333333332,22.166666666666668,151.86666666666665,43.916666666666664,3.0,90.0,68.26666666666667
g,39.7281,-119.9995,2019.0,0.0,long absence,1911.096,26.57,8.167333602905273,742.5935668945312,29.85199928283692,-7.332000255584717,436.0,56.66398239135742,4.0,186.0,125.0,2.0,31.30000000000001,31.30000000000001,6.400000000000006,-8.399999999999991,6.799999999999997,-8.399999999999991,-1.5899999999999963,-2.0600000000000023,1.370000000000002,-0.2250000000000002,1.9933333333333347,0.9133333333333316,0.0,1.0,-0.0266666666666637,-1.823333333333333,274.3,47.2,42.98333333333334,5.966666666666668,85.96666666666668,11.933333333333335,2.0,48.800000000000004,15.733333333333334
g,40.0241,-119.9855,2019.0,0.0,long absence,2278.0752,9.46,8.015666961669922,750.0136108398438,29.492000579833984,-6.4679999351501465,447.0,50.43817901611328,4.0,178.0,121.0,2.0,30.69999999999999,30.69999999999999,6.6000000000000085,-7.599999999999994,6.900000000000006,-7.599999999999994,-1.6700000000000017,-2.0899999999999963,1.5916666666666677,-0.6899999999999983,2.063333333333335,0.5000000000000023,0.0,2.0,-0.1433333333333332,-1.9566666666666637,219.10000000000002,74.2,34.925000000000004,8.058333333333335,69.85000000000001,16.11666666666667,3.0,50.199999999999996,24.733333333333334
g,40.0878,-120.6979,2019.0,0.0,long absence,1648.0536000000002,36.43,6.671499729156494,643.6004638671875,26.1879997253418,-6.156000137329102,782.0,66.67908477783203,4.0,349.0,349.0,2.0,27.10000000000001,27.10000000000001,5.900000000000006,-7.5,5.299999999999997,-7.5,-1.8900000000000008,-2.280000000000001,1.553333333333334,-0.4491666666666661,2.2466666666666675,0.3266666666666656,0.0,1.0,-0.3333333333333333,-1.7199999999999989,453.70000000000005,182.9,83.03333333333335,21.608333333333334,165.33333333333334,42.81666666666667,3.0,123.16666666666667,61.76666666666667
g,40.219,-120.9689,2019.0,0.0,long absence,2040.0264,38.02,6.169000148773193,652.374267578125,25.39200019836425,-6.668000221252441,935.0,66.78227996826172,4.0,412.0,412.0,1.0,26.200000000000003,26.200000000000003,4.700000000000003,-7.700000000000003,5.0,-7.700000000000003,-2.0,-2.3100000000000023,1.4175000000000004,-0.9975,2.270000000000001,-0.0400000000000015,0.0,2.0,-0.5033333333333326,-1.8433333333333335,589.6,221.20000000000002,121.45,29.26666666666667,241.61666666666667,57.95000000000001,4.0,178.9666666666667,74.9
g,40.3083,-120.597,2019.0,0.0,long absence,1614.5256000000002,39.24,7.300000190734863,697.5498657226562,28.1200008392334,-6.995999813079834,523.0,62.375953674316406,4.0,232.0,161.0,2.0,29.099999999999994,29.099999999999994,5.5,-7.5,5.900000000000006,-7.5,-1.8999999999999984,-2.289999999999999,1.4075000000000013,-0.8466666666666652,1.7300000000000015,0.3366666666666684,0.0,2.0,-0.3033333333333322,-2.023333333333331,327.20000000000005,58.1,49.816666666666684,8.316666666666668,99.63333333333337,16.633333333333336,2.0,36.93333333333334,19.366666666666667
